Variant,N core rows,Equation,Horizon (days),Regressor,N,Date clusters,Beta,SE (cluster-by-date),p (cluster-by-date),SE (Driscoll-Kraay),p (Driscoll-Kraay),SE (month block bootstrap),Predicted sign (P1),Sign check
alt_D_q100k,9415,outcome=S,7,D,9380,1876,-0.015398580111120967,0.0031429256065083756,1.0436854002988682e-06,0.004310418742236958,0.0003626406638676184,0.005884454821595424,-,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=S,7,S,9380,1876,-0.5156547048764791,0.018039898491620777,1.8163765698153777e-149,0.021456323036139927,1.7646325576788945e-111,0.02758073751354052,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=S,14,L,9345,1869,0.02637634575259607,0.0016933287583141869,1.5812919003108116e-51,0.0029383100975317674,6.63148294404446e-19,0.0032505196931471142,+,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=S,14,D,9345,1869,-0.019203831117947708,0.003182089698318335,1.9125808970795254e-09,0.005222517086114017,0.0002425478768267404,0.006594033028061026,-,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=S,14,S,9345,1869,-0.5739206830931621,0.017673863903984968,8.717366960652545e-184,0.028058350193612167,4.506751207282768e-84,0.03490138048528955,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=S,30,L,9265,1853,0.02627703518730944,0.0016019848431758205,1.458437654495798e-56,0.003556703091874037,2.2428482955462663e-13,0.003903366172743409,+,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=S,30,D,9265,1853,-0.021366949690837425,0.0032795987552986573,9.333883197860824e-11,0.007003158066723115,0.002312836812071776,0.006728496781715142,-,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=S,30,S,9265,1853,-0.6454852641782641,0.01569186399502474,2.6451146640538244e-263,0.028292133448749215,9.70584424691583e-102,0.028139291131508662,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,1,S,9410,1882,0.01859413754562942,0.009131160500855946,0.041856150570329494,0.009608918924575827,0.053128807011480525,0.00935342080869378,+,sign matches but not sig. (DK p=0.053)
alt_D_q100k,9415,outcome=L,1,D,9410,1882,-0.0012705973085923104,0.002490148281231134,0.609936434760052,0.0022124985060455334,0.5658458868004944,0.0022045794169397817,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,1,L,9410,1882,-0.00900629796953035,0.0029044737296757958,0.0019583749551636666,0.003094017475522918,0.0036465832238311785,0.003185320444216116,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,7,S,9380,1876,0.036170125877257056,0.01140206874648612,0.001537154274447981,0.014502268926777662,0.012713190140625226,0.012826868648206579,+,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=L,7,D,9380,1876,-0.008562184155193452,0.003631239394262247,0.018479674631236915,0.004880609449970939,0.07953786245287377,0.004704888637516359,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,7,L,9380,1876,-0.01893047008033901,0.0041743572074578695,6.126436482736969e-06,0.007691012478635719,0.013930018679924753,0.009329718789143274,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,14,S,9345,1869,0.046135078159762484,0.014705319794546643,0.0017316786569615621,0.024424393908567613,0.05906088684975282,0.02724789246543479,+,sign matches but not sig. (DK p=0.059)
