date,legs,routes,single_leg_routes,multi_leg_routes,round_trip_routes,economic_multileg_routes,cross_venue_routes,cross_venue_share,cross_venue_usd_share,cross_venue_share_unfiltered,cross_venue_usd_share_unfiltered,round_trip_share_of_multileg,round_trip_usd_share_of_multileg,economic_multileg_usd,cross_venue_usd,total_usd,venues_active
2022-11-26,121257,93559,72899,20660,3257,17403,4012,0.23053496523587888,0.5092621648482747,0.31573088092933205,0.6658025637241229,0.15764762826718295,0.3833150479595791,116436239.30527917,59296571.295398235,843058213.4245887,5
2022-11-27,114745,90394,71656,18738,2702,16036,3458,0.2156398104265403,0.4401029733230021,0.29554915145693245,0.6308535584256557,0.14419895399722488,0.38588701936200914,92943490.67857188,40904706.59865821,694438718.1722928,5
2022-11-28,139963,106304,81400,24904,3944,20960,4514,0.21536259541984734,0.45302870343785323,0.2913989720526823,0.5792638892067079,0.1583681336331513,0.27834682909051267,169882677.9620741,76961729.3337088,1093895729.2262325,5
2022-11-29,143246,110882,86508,24374,3560,20814,4902,0.2355145575093687,0.4385129802800389,0.31275129236071225,0.5477219114536278,0.14605727414458028,0.244494759722702,131844039.6277779,57815322.74933644,882739428.9634888,5
2022-11-30,153789,118474,92090,26384,3845,22539,5169,0.22933581791561294,0.5336370258168338,0.30340357792601574,0.6750838519961836,0.14573226197695574,0.3609550351778081,217601214.43274432,116120064.88402078,1345432444.322869,5
2022-12-01,132100,103773,81661,22112,2794,19318,4247,0.21984677502847086,0.4397035643227111,0.28771707670043417,0.5505039776771203,0.12635672937771347,0.27876835406057465,176380388.15926042,77555085.35025012,849275832.8361185,5
2022-12-02,125657,98709,78168,20541,2669,17872,3870,0.2165398388540734,0.38794972435230807,0.28372523246190545,0.5288132244867035,0.12993525144832285,0.2715597171612972,163127402.17924577,63285230.709746495,751802982.5969331,5
2022-12-03,115487,93014,75358,17656,2079,15577,3308,0.21236438338576105,0.33144568654650225,0.2723153602174898,0.5386279489394408,0.11775033982782057,0.3830329991613745,73229403.50152335,24271569.91895324,476005788.9349508,5
2022-12-04,110925,90302,73545,16757,1868,14889,3017,0.20263281617301362,0.568566507571887,0.25965268246106105,0.6680353850627567,0.11147580115772512,0.2932034767863342,83287802.07627708,47354654.74984742,491628706.1581069,5
2022-12-05,142370,112753,89750,23003,2691,20312,4134,0.2035250098463962,0.4211251415946563,0.265008911881059,0.6374654694041396,0.11698474112072338,0.4041985777016957,154412066.73357323,65026803.46709955,793160327.4367447,5
2022-12-06,133907,108444,88147,20297,2335,17962,3351,0.1865605166462532,0.5350243098752477,0.2505789032861999,0.6664568320958542,0.11504163176824161,0.309945546074409,181291900.2978382,96995573.84282312,844044675.0570292,5
2022-12-07,129916,103276,82720,20556,2294,18262,3542,0.19395465994962216,0.47246304111707005,0.2519459038723487,0.6096712633484681,0.11159758707919828,0.2839201380310614,149955204.2118019,70848291.81323919,718796579.0033649,5
2022-12-08,135612,107744,85427,22317,2550,19767,3823,0.19340314665857236,0.4074819406292925,0.25603799793879106,0.5699440663066938,0.11426266971367119,0.31011929219311085,125158691.40225062,50999906.45921183,700578914.6676513,5
2022-12-09,114928,91090,71556,19534,1913,17621,2945,0.1671301288235628,0.27567082853707353,0.22376369407187469,0.4376432184980856,0.0979318112009829,0.2412877865013662,209515587.56852955,57757335.61644833,707858264.3213719,5
2022-12-10,109616,87111,68773,18338,2086,16252,2668,0.16416441053408812,0.3522716120310722,0.22875995201221508,0.6873204515883733,0.11375286290762351,0.5260618035305383,79457843.83563927,27990742.73649384,431807869.8286805,5
2022-12-11,110769,88644,71081,17563,1729,15834,2637,0.16654035619552862,0.5532590676997234,0.2210328531572055,0.6784725704738407,0.09844559585492228,0.3025864609671515,101870458.78827997,56360755.05534688,466366060.2315637,5
2022-12-12,138686,109039,86640,22399,2524,19875,3585,0.18037735849056605,0.4469177241912123,0.24483235858743693,0.5595563398442603,0.11268360194651547,0.21743976997991957,199438893.02161762,89132776.184436,793125817.7565554,5
2022-12-13,150950,116716,91617,25099,2828,22271,4452,0.1999012168290602,0.4057907264462223,0.259850990079286,0.5660334058632305,0.11267381170564564,0.31858753465160866,409481872.38913816,166163946.46334767,1709534775.9787207,5
2022-12-14,130309,102022,80283,21739,2201,19538,3672,0.1879414474357662,0.4559268513423632,0.23855743134458807,0.6494208200482822,0.10124660747964488,0.378226184070062,250885525.22566792,114385447.56351382,1132480295.648317,5
2022-12-15,134342,106213,84146,22067,2292,19775,3548,0.17941845764854614,0.3868762597298195,0.23247382970045768,0.49963562901005715,0.10386550052114016,0.22515757698254638,226673143.31112373,87694457.8654089,836785023.8391432,5
2022-12-16,147455,113705,89226,24479,3271,21208,4489,0.21166540927951716,0.3548143186975798,0.2745618693574084,0.46402165049725275,0.13362473957269497,0.22294796604291614,246204682.63955218,87356946.73090656,1258423074.4018836,5
2022-12-17,129352,103097,82829,20268,2266,18002,3460,0.19220086657038107,0.5630673496275529,0.25384843102427473,0.7278245754900233,0.11180185514110914,0.44518944147623546,132418588.05989645,74560583.42030862,807043487.6194015,5
2022-12-18,109777,86225,67490,18735,2010,16725,2592,0.15497757847533633,0.42115049942028654,0.1973311982919669,0.5173360687733682,0.10728582866293035,0.22308792216773535,82375206.78881696,34692359.47895964,413445957.90689063,5
2022-12-19,134451,105076,81926,23150,4235,18915,3161,0.16711604546656092,0.27916610227733657,0.196414686825054,0.3686937866495172,0.18293736501079913,0.16741948998466502,181435366.1302997,50650603.97785725,769315144.9680018,5
2022-12-20,146450,108831,77670,31161,9882,21279,3804,0.17876779923868602,0.38811777323278324,0.16886492731298738,0.5427727014655025,0.31712717820352365,0.28104045298972435,168430452.99323738,65370852.36032426,857867584.0826511,5
2022-12-21,122249,93968,70998,22970,2197,20773,3321,0.15987098637654648,0.34837311803558685,0.20052242054854158,0.4264709564966386,0.0956464954288202,0.12833932286481853,171545867.08351725,59761968.60200325,674358600.2036673,5
2022-12-22,120234,93152,71554,21598,2205,19393,3402,0.17542412210591452,0.5182576282828649,0.22821557551625152,0.6414411941651174,0.10209278636910825,0.2925142810369686,135829359.13064998,70394601.51423216,664282992.1427143,5
2022-12-23,109400,85135,65471,19664,2193,17471,2874,0.16450117337301814,0.5690541752224763,0.220046786004882,0.7108942725806398,0.11152359641985354,0.3443642337008143,98022865.40259236,55780320.824616,696824200.2904108,5
2022-12-24,85726,66103,50224,15879,1512,14367,2323,0.1616899839910907,0.284777692210475,0.2108445116191196,0.4621090684620642,0.09522010202153788,0.29155933789611405,43589567.187108934,12413336.347998329,240109807.96502197,5
2022-12-25,84209,64615,49023,15592,2448,13144,2220,0.16889835666463784,0.7713772080200062,0.22261416110826066,0.7798249987851726,0.15700359158542843,0.09070946665104397,131101552.45924656,101128749.50310199,521136796.540278,5
2022-12-26,108961,84410,64913,19497,2791,16706,2902,0.17371004429546272,0.7288606294475939,0.2358824434528389,0.7532505317735131,0.1431502282402421,0.09989907538046448,189241672.13850015,137930804.2725824,501492166.9667396,5
2022-12-27,113344,87730,67485,20245,2251,17994,3076,0.1709458708458375,0.6825318325557925,0.22153618177327736,0.7283074483622575,0.11118794764139293,0.20706831615961296,146260407.14055714,99827383.7160008,699611572.800034,5
2022-12-28,119220,91413,70220,21193,2665,18528,3437,0.18550302245250433,0.6720272741473704,0.2485254565186618,0.721120798001207,0.1257490680885198,0.17050203925184426,200825028.21302897,134959896.29057062,941289583.9866804,5
2022-12-29,121133,91949,69616,22333,2504,19829,3682,0.18568762922991577,0.5418150178097247,0.24322751085837102,0.6024018877779079,0.11212107643397663,0.14364230693638375,184134747.1169058,99766971.28853548,717331738.5965126,5
2022-12-30,105386,81430,62603,18827,1888,16939,3117,0.18401322392112876,0.4967316519102661,0.2351410208742763,0.545870120513515,0.10028151059648377,0.11694742131480465,97595070.04091723,48478560.359722935,597541628.6962203,5
2022-12-31,103180,79476,61126,18350,1940,16410,3117,0.189945155393053,0.502424153155005,0.2470299727520436,0.6476498612720272,0.10572207084468666,0.31158833971820926,98406414.27891403,49441759.35910398,550233826.2896687,5
2023-01-01,110830,87545,69417,18128,1709,16419,2749,0.16742797977952373,0.47153100318562946,0.21502647837599295,0.5817502133072289,0.09427405119152692,0.2627199434692951,82260751.59045874,38788494.72025287,354150339.30240846,5
2023-01-02,143582,112882,89137,23745,1839,21906,3010,0.13740527709303388,0.339270660822917,0.17599494630448514,0.5018313806185848,0.07744788376500315,0.2641633330935248,85967565.57582186,29166272.782246538,469006330.1078904,5
2023-01-03,157732,125557,99945,25612,1656,23956,2973,0.12410252128902989,0.5584298526474194,0.16058878650632516,0.6051899698638161,0.06465719194127753,0.1243899630832251,128731400.23057961,71887456.86185855,537916693.4272196,5
2023-01-04,172350,136314,108371,27943,2360,25583,3925,0.153422194425986,0.5141103285612084,0.19571985828293312,0.6171159879489665,0.08445764592205561,0.26257176767728907,146748473.96521196,75444906.16611105,907374890.4913607,5
2023-01-05,154534,120987,94788,26199,1999,24200,3300,0.13636363636363635,0.6343616300930549,0.17630443910072904,0.7081263816050583,0.07630062216115119,0.23336808219123664,145936021.77121988,92576212.66008659,761972620.5725348,5
2023-01-06,147564,114278,89093,25185,1890,23295,3244,0.13925735136295342,0.5997201732371693,0.17839984117530275,0.6699418956839513,0.07504466944609887,0.22168032743481395,170830726.13674057,102450632.67295748,893690642.1899247,5
2023-01-07,123403,96634,76084,20550,1757,18793,2964,0.1577182993667855,0.5503877664703302,0.20116788321167883,0.6145026928132646,0.08549878345498783,0.1751712247896728,93547392.29792978,51487340.30598134,441250728.5464455,5
2023-01-08,129944,101824,80915,20909,1995,18914,3162,0.16717775192978745,0.40046451809446926,0.21890095174326846,0.6424007216253708,0.095413458319384,0.44398974843180455,75535011.67708904,30249092.05052557,625275419.8480362,5
2023-01-09,159960,123385,96698,26687,2393,24294,4116,0.16942454927142506,0.3964705478256558,0.21516093978341513,0.5004189111985792,0.08966912729044103,0.24698673682923747,242748375.50113824,96242581.41872427,1247222540.0994415,5
2023-01-10,151682,116552,90059,26493,2152,24341,3661,0.15040466702271887,0.48712854394719735,0.19306986751217303,0.559866506379783,0.08122900388781942,0.18012671368166328,162274330.23816755,79048458.20892522,855488476.4336241,5
2023-01-11,151854,117102,90456,26646,2247,24399,4004,0.16410508627402762,0.46064874466267963,0.20689784583051865,0.5470522720895536,0.08432785408691736,0.2082036691066525,183766683.4659683,84651892.04942231,1059769499.8555542,5
2023-01-12,164450,125437,95831,29606,2938,26668,4840,0.1814909254537273,0.3315974427403756,0.22735256366952644,0.5123981901928321,0.09923664122137404,0.2912498491180439,265747868.8607865,88121313.7279415,1706778443.8466473,5
2023-01-13,148507,115049,89448,25601,2660,22941,4199,0.18303474129288175,0.37276118417779147,0.22483496738408656,0.49423422864754,0.10390219132065154,0.2199159956357154,292987907.2860085,109214519.2697055,1639185860.6653264,5
2023-01-14,177553,135851,105110,30741,4051,26690,5414,0.20284750843012364,0.49868728721005734,0.26391464168374484,0.6081817197173279,0.13177840668813637,0.26460522392489555,316814938.10380816,157991582.03061032,1973027184.4272256,5
